#1YearOfBBAsuran,1.0
#JagameThandhiram,0.32
@dhanushkraja,0.32
@VetriMaaran,0.25333333333333335
@Dhanush_Trends,0.17333333333333334
@DirectorS_Shiva,0.14666666666666667
@dhanushfans24x7,0.12000000000000001
@B_RAJA_,0.12000000000000001
@sandydfc,0.10666666666666667
#1yearOfBBAsuran,0.10666666666666667
#Asuran,0.10666666666666667
@ManjuWarrier4,0.10666666666666667
@Nellai__Dfc,0.09333333333333334
@dhanush_chow3,0.09333333333333334
@KenKarunaas,0.09333333333333334
@ItsMe_Asuran,0.08
#Karnan,0.08
@NSParthiban6,0.08
@gvprakash,0.08
#\u0b85\u0b9a\u0bc1\u0bb0\u0ba9\u0bcd,0.06666666666666667
@Seenidfc_offl,0.06666666666666667
@DFgirl_Yuktha,0.06666666666666667
#Dhanush,0.06666666666666667
@velailla_rajesh,0.06666666666666667
@TenkasiDfc,0.05333333333333334
#TNDFC,0.05333333333333334
#AmmuAbirami,0.05333333333333334
#Master,0.05333333333333334
#spreadlove,0.04
@KanyaKumariDFC,0.04
@southchennaidfc,0.04
@dhanush__appu,0.04
@Cuddalore_DFC,0.04
#Cobra,0.04
#\u0b85\u0ba9\u0bcd\u0baa\u0bc8_\u0baa\u0b95\u0bbf\u0bb0\u0bc1\u0b99\u0bcd\u0b95\u0bb3\u0bcd,0.04
@Kamaraj_Dfc,0.04
#1YearOfBBAsuran\u0b8e\u0ba3\u0bcd\u0ba3\u0bae\u0bcd,0.02666666666666667
#1YearOfBBAsuranRT,0.02666666666666667
#1YearOfBBAsuran\u0ba4\u0bb2\u0bc8\u0bb5\u0bbe,0.02666666666666667
#1YearOfBBAsuran\u0b8e\u0baa\u0bcd\u0baa\u0bb5\u0bc1\u0bae\u0bcd,0.02666666666666667
#1YearOfBBAsuran\u0b87\u0ba9\u0bbf\u0bae\u0bc7,0.02666666666666667
#1YearOfBBAsuranRakidaaa,0.02666666666666667
#1YearOfBBAsuran\u0b9c\u0bc6\u0baf\u0bbf\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bae\u0bcb,0.02666666666666667
#PollachiDFC,0.02666666666666667
#1YearOfBBAsuran\u0b85\u0ba9\u0bcd\u0bb1\u0bc1,0.02666666666666667
#1YearOfBBAsuranCDP,0.02666666666666667
@DhanushWarriors,0.02666666666666667
#1YearOfBBAsuranRt,0.02666666666666667
#VD,0.02666666666666667
#1YearOfBBAsuranMore,0.02666666666666667
$1236852741688811521,0.013333333333333334
$1287776041201594368,0.013333333333333334
$1076461482387267584,0.013333333333333334
$1298360610166411264,0.013333333333333334
$1155707148036214784,0.013333333333333334
$1246327244575793152,0.013333333333333334
$1274336527280041987,0.013333333333333334
$1069575440447283200,0.013333333333333334
$1288047611409305600,0.013333333333333334
$1306175027495096320,0.013333333333333334
$1287387095686815745,0.013333333333333334
$1308685600388571137,0.013333333333333334
$1073868439402377217,0.013333333333333334
$834024360860065793,0.013333333333333334
$1312391111529254914,0.013333333333333334
$1256970082665676800,0.013333333333333334
$1259063869508423681,0.013333333333333334
$1267830597780566018,0.013333333333333334
$1298362146472906757,0.013333333333333334
$4694734956,0.013333333333333334
$1041034501277675521,0.013333333333333334
$1284474866704371712,0.013333333333333334
$1312415522730901504,0.013333333333333334
$1253943398580379653,0.013333333333333334
@LMKMovieManiac,0.013333333333333334
$1310494852233084928,0.013333333333333334
