from,to,count
#TrumpHasCovid,#Trump,23324
#TrumpHasCovid,#TrumpCovid,18398
#TrumpHasCovid,#CovidCaughtTrump,5559
#TrumpHasCovid,#coronavirus,3854
#TrumpHasCovid,#BidenHarris2020,3165
#TrumpHasCovid,#Trump2020,2945
#TrumpHasCovid,#DonaldTrump,2614
#COVID19,#Trump,10001
#Trump,#TrumpCovid,4386
#Trump,#coronavirus,4263
#Trump,#DonaldTrump,1967
#Trump,#Trump2020,1875
#Trump,#CovidCaughtTrump,1873
#Trump,#NBAFinals,1606
#Trump,#LakeShow,1323
#COVID19,#coronavirus,4672
#coronavirus,#TrumpCovid,1175
#coronavirus,#DonaldTrump,1095
#coronavirus,#CovidCaughtTrump,345
#COVID19,#TrumpCovid,4418
#TrumpCovid,#CovidCaughtTrump,1136
#TrumpCovid,#DonaldTrump,405
#COVID19,#DonaldTrump,3211
#COVID19,#CovidCaughtTrump,2567
#COVID19,#25thAmendment,1788
#25thAmendment,#TrumpHasCovid,4
#25thAmendment,#Trump,2
#COVID19,#NBAFinals,1399
#NBAFinals,#LakeShow,1732
#NBAFinals,#TrumpHasCovid,1364
#NBAFinals,#Trump2020,684
#NBAFinals,#BidenHarris2020,432
#COVID19,#Trump2020,1244
#Trump2020,#BidenHarris2020,824
#Trump2020,#VOTE,298
#COVID19,#VOTE,1226
#VOTE,#TrumpHasCovid,2098
#VOTE,#BidenHarris2020,1300
#VOTE,#Trump,868
#VOTE,#LakeShow,402
#VOTE,#NBAFinals,207
#COVID19,#LakeShow,1152
#LakeShow,#TrumpHasCovid,1012
#LakeShow,#Trump2020,592
#LakeShow,#BidenHarris2020,552
#COVID19,#BidenHarris2020,1140
#BidenHarris2020,#Trump,1263
