from,to,count
@Nellai__Dfc,@B_RAJA_,1
@Nellai__Dfc,@VetriMaaran,20
@Nellai__Dfc,@dhanushfans24x7,1
@Nellai__Dfc,@DirectorS_Shiva,1
@Nellai__Dfc,@Dhanush_Trends,1
@Nellai__Dfc,@dhanushkraja,960
@Nellai__Dfc,#1YearOfBBAsuran,42
@sandydfc,@DFgirl_Yuktha,3
@sandydfc,@ItsMe_Asuran,3
@sandydfc,@VetriMaaran,5
@sandydfc,@dhanush_chow3,3
@sandydfc,@gvprakash,2
@sandydfc,@Seenidfc_offl,1
@sandydfc,@dhanushkraja,41
@sandydfc,#1YearOfBBAsuran,37
$1236852741688811521,#1YearOfBBAsuran,20
#AmmuAbirami,#Asuran,3
#AmmuAbirami,#Karnan,3
#AmmuAbirami,#1YearOfBBAsuran,3
#AmmuAbirami,#JagameThandhiram,3
@ItsMe_Asuran,@DFgirl_Yuktha,3
@ItsMe_Asuran,@Seenidfc_offl,1
@ItsMe_Asuran,@Dhanush_Trends,1
@ItsMe_Asuran,@dhanushkraja,24
@ItsMe_Asuran,#1YearOfBBAsuran,26
@NSParthiban6,@B_RAJA_,1
@NSParthiban6,@ManjuWarrier4,1
@NSParthiban6,@DirectorS_Shiva,1
@NSParthiban6,@Dhanush_Trends,2
@NSParthiban6,@dhanushkraja,14
@NSParthiban6,#1YearOfBBAsuran,26
@dhanush_chow3,@B_RAJA_,3
@dhanush_chow3,@VetriMaaran,3
@dhanush_chow3,@DirectorS_Shiva,3
@dhanush_chow3,@Dhanush_Trends,189
@dhanush_chow3,@dhanushkraja,536
@dhanush_chow3,#1YearOfBBAsuran,230
@dhanushfans24x7,@ManjuWarrier4,1
@dhanushfans24x7,@VetriMaaran,1
@dhanushfans24x7,@B_RAJA_,1
@dhanushfans24x7,@DirectorS_Shiva,1
@dhanushfans24x7,@Dhanush_Trends,1
@dhanushfans24x7,@KenKarunaas,1
@dhanushfans24x7,@dhanushkraja,29
@dhanushfans24x7,#1YearOfBBAsuran,88
@TenkasiDfc,@VetriMaaran,6
@TenkasiDfc,@dhanushkraja,34
@TenkasiDfc,#1YearOfBBAsuran,31
@TenkasiDfc,@DirectorS_Shiva,3
$1298360610166411264,#1YearOfBBAsuran,27
#TNDFC,#1YearOfBBAsuran,21
#TNDFC,#1yearOfBBAsuran,22
#TNDFC,#JagameThandhiram,50
#TNDFC,#அசுரன்,3
#spreadlove,#அன்பை_பகிருங்கள்,2
#spreadlove,#1YearOfBBAsuran,2
#spreadlove,#JagameThandhiram,2
#அசுரன்,#Asuran,3
#அசுரன்,#1yearOfBBAsuran,46
#அசுரன்,#1YearOfBBAsuran,6
#அசுரன்,#JagameThandhiram,45
