#COVID19,0.07872384759420745
#Trump,0.0756392565929577
#TrumpHasCovid,0.0756392565929577
#TrumpCovid,0.0682272907490365
#COVID,0.04394633278627003
#COVIDIOTS,0.043793027153720666
#SuperSpreader,0.04185269598617729
#WearAMask,0.041129788152508485
#coronavirus,0.04111592773869907
#TrumpVirus,0.0409292196154011
#CovidCaughtTrump,0.040741055102824664
#TrumpHasCorona,0.03835864563286782
#Trump2020,0.038345836762526744
#VOTE,0.03833424910351963
#BidenHarris2020,0.03560727224135681
#LakeShow,0.03323610944924289
#NBAFinals,0.0305113899244428
#Corona,0.02764629810349581
#DonaldTrump,0.027189720450982714
#SaturdayMotivation,0.025383210342061778
#BoyfriendDay,0.025228965457620413
#SaturdayMorning,0.022258848320252864
#Coronavirus,0.022113904668319515
#Election2020,0.016440026416431646
#25thAmendment,0.013803912531058896
#BREAKING,0.013803912531058896
