from,to,count
#ThalaAjith,@Nazriya4U_,230
#ThalaAjith,@AKkumar444,187
#ThalaAjith,@icinemapayyan,158
#ThalaAjith,@Pearle_Maaney,58
#ThalaAjith,@rajisha_vijayan,56
#ThalaAjith,@sharanajith312,53
#ThalaAjith,@David66091370,18
#ThalaAjith,@mammukka,7
#ThalaAjith,@Thala_AjithFc_,2
#ThalaAjith,@mammootty,1
#ThalaAjith,@Vickyo71,1
#ThalaAjith,@NareanMurali,1
#ThalaAjith,@dheenadinesh_77,1
#ThalaAjith,@AbiRaja75980320,1
