from,to,count
#SpeakUpForSSCRailwaysStudents,@kmrvivek14,170
#SpeakUpForSSCRailwaysStudents,@CareerwillApp,123
#SpeakUpForSSCRailwaysStudents,@PMOIndia,98
#SpeakUpForSSCRailwaysStudents,@narendramodi,69
#SpeakUpForSSCRailwaysStudents,@abhinaymaths,63
#SpeakUpForSSCRailwaysStudents,@PiyushGoyal,58
#SpeakUpForSSCRailwaysStudents,@GaganPratapMath,38
#SpeakUpForSSCRailwaysStudents,@RaMoSirOfficial,36
#SpeakUpForSSCRailwaysStudents,@DrGauravGarg4,35
#SpeakUpForSSCRailwaysStudents,@myogiadityanath,26
#SpeakUpForSSCRailwaysStudents,@exampuroficial,14
#SpeakUpForSSCRailwaysStudents,@MahipalRathore,13
#SpeakUpForSSCRailwaysStudents,@KumarPriyavrat3,11
#SpeakUpForSSCRailwaysStudents,@RupaliG23463478,10
#SpeakUpForSSCRailwaysStudents,@DoPTGoI,9
#SpeakUpForSSCRailwaysStudents,@RailMinIndia,9
#SpeakUpForSSCRailwaysStudents,@Berojgarabhina1,8
#SpeakUpForSSCRailwaysStudents,@VivekPrakashS18,7
#SpeakUpForSSCRailwaysStudents,@JyotiSa17050071,7
#SpeakUpForSSCRailwaysStudents,@VishalD46303470,6
#SpeakUpForSSCRailwaysStudents,@ndtv,6
#SpeakUpForSSCRailwaysStudents,@DileepK55937789,6
#SpeakUpForSSCRailwaysStudents,@I_m_unemployed,5
#SpeakUpForSSCRailwaysStudents,@Mahipalsir,5
#SpeakUpForSSCRailwaysStudents,@dhananjay_dhir,5
#SpeakUpForSSCRailwaysStudents,@mathsbygagan,5
#SpeakUpForSSCRailwaysStudents,@AVINASH31998441,5
#SpeakUpForSSCRailwaysStudents,@DrRPNishank,5
#SpeakUpForSSCRailwaysStudents,@DrJitendraSingh,5
#SpeakUpForSSCRailwaysStudents,@vipangoyal13,5
#SpeakUpForSSCRailwaysStudents,@VinayTi29822876,4
#SpeakUpForSSCRailwaysStudents,@HiteshC84208124,4
#SpeakUpForSSCRailwaysStudents,@ravishndtv,4
#SpeakUpForSSCRailwaysStudents,@IndiaAheadNews,4
#SpeakUpForSSCRailwaysStudents,@aajtak,4
#SpeakUpForSSCRailwaysStudents,@AnishKu55583354,4
#SpeakUpForSSCRailwaysStudents,@himubunny4u,4
#SpeakUpForSSCRailwaysStudents,@KKumar0011,4
#SpeakUpForSSCRailwaysStudents,@Preetim27781938,4
#SpeakUpForSSCRailwaysStudents,@RaviCha64346029,3
#SpeakUpForSSCRailwaysStudents,@PulkitSinha20,3
#SpeakUpForSSCRailwaysStudents,@RbeJain,3
#SpeakUpForSSCRailwaysStudents,@Ramakantprasad9,3
#SpeakUpForSSCRailwaysStudents,@PiyushGoyalOffc,3
#SpeakUpForSSCRailwaysStudents,@ShivamS80201414,3
#SpeakUpForSSCRailwaysStudents,@Prateeksinghall,3
#SpeakUpForSSCRailwaysStudents,@ridhimb,3
#SpeakUpForSSCRailwaysStudents,@imsin02,3
#SpeakUpForSSCRailwaysStudents,@SpeakSSCrailway,3
#SpeakUpForSSCRailwaysStudents,@JalandhraMahesh,3
#SpeakUpForSSCRailwaysStudents,@realDonaldTrump,3
#SpeakUpForSSCRailwaysStudents,@Parul52693791,3
#SpeakUpForSSCRailwaysStudents,@ASPandit9,3
#SpeakUpForSSCRailwaysStudents,@TheQuint,3
#SpeakUpForSSCRailwaysStudents,@chayan_panwar,3
#SpeakUpForSSCRailwaysStudents,@dhruv_rathee,3
#SpeakUpForSSCRailwaysStudents,@AmitShah,3
#SpeakUpForSSCRailwaysStudents,@mdshakib86,2
