#COVID19,1.0
#FoxAndFriends,0.55
#KAG2020,0.55
#Walkaway,0.5
#MAGA,0.5
#CNNSOTU,0.5
#RememberInNovember,0.5
#HarrisAdministration,0.5
#SundayThoughts,0.5
#Ccot,0.5
#FillTheSeat,0.45
#Trump,0.45
#coronavirus,0.4
#COVID,0.30000000000000004
#TrumpKnew,0.25
#Corona,0.25
#Coronavirus,0.2
#mentalhealth,0.15000000000000002
#EdoDecides2020,0.1
#China,0.1
#NEET,0.05
