#COVID19,0.3944445108412485
#Trump,0.3253706972237078
#TrumpCovid,0.32264108717785006
#DonaldTrump,0.3011628236062983
#fridaymorning,0.2569074824464896
#TrumpHasCovid,0.2535194153774393
#GlazersOutWoodwardOut,0.25157847035387837
#coronavirus,0.2343675750952789
#Inktober,0.22877982735754732
#WoodwardOut,0.22877982735754732
#HopeHicks,0.16548685249917922
#OurHavenBangChan,0.15933002250411316
#POTUS,0.15782047086632783
#TrumpHasCorona,0.15344733124133658
#WhiteHouse,0.14461970974485513
#MAGA,0.12806127792075286
#WearAMask,0.11035204748396475
#Rona,0.09626907810309744
#WearADamnMask,0.09590999148947527
#Coronavirus,0.07112821612246353
#BREAKING,0.0687361226367609
#SARSCoV2,0.06213567668653238
#SocialDistancing,0.04988143927432746
#IMA,0.04325077993660828
#Doctors,0.04325077993660828
#FakeNewsMedia,0.03897692969118592
