#COVID19,0.13697278400993398
#Trump,0.07395059755382226
#TrumpCovid,0.07377506747219217
#DonaldTrump,0.06426652706323294
#TrumpHasCovid,0.06100447063744351
#fridaymorning,0.04921358266130054
#coronavirus,0.04615073585645675
#GlazersOutWoodwardOut,0.044357491892711515
#Inktober,0.03997807755023865
#WoodwardOut,0.03997807755023865
#HopeHicks,0.037309040977531384
#OurHavenBangChan,0.03730250705953837
#WhiteHouse,0.03284395831117447
#WearAMask,0.030553190173156407
#Rona,0.029333431802371766
#POTUS,0.027320338493352855
#TrumpHasCorona,0.02730145466624135
#MAGA,0.02311832583792746
#WearADamnMask,0.01892785347923653
#IMA,0.01813294048860005
#Doctors,0.01813294048860005
#SocialDistancing,0.015620421384816157
#SARSCoV2,0.014784927580673707
#BREAKING,0.014628269987122772
#Coronavirus,0.014616729690388307
#FakeNewsMedia,0.01042625733169738
