#COVID19,1.0
#TrumpCovid,0.5
#Trump,0.5
#TrumpHasCovid,0.41666666666666663
#coronavirus,0.41666666666666663
#DonaldTrump,0.41666666666666663
#WearAMask,0.3333333333333333
#IMA,0.16666666666666666
#SocialDistancing,0.16666666666666666
#MAGA,0.16666666666666666
#SARSCoV2,0.16666666666666666
#Doctors,0.16666666666666666
#BREAKING,0.08333333333333333
