#TrumpLiedPeopleDied,#Walkaway,0.7153382790367
#China,#Walkaway,0.7153382790367
#Walkaway,#explosion,0.7153382790367
#Walkaway,#mentalhealth,0.7153382790367
#LayGlobal,#Walkaway,0.7153382790367
#Coronavirus,#Walkaway,0.7153382790367
#Corona,#Walkaway,0.7153382790367
#NEET,#Walkaway,0.7153382790367
#COVID__19,#Walkaway,0.7153382790367
#EdoDecides2020,#Walkaway,0.63767306504841
#COVID,#Walkaway,0.63767306504841
#Walkaway,#coronavirus,0.56707730831671
#TrumpKnew,#Walkaway,0.54958826795364
#Trump,#Walkaway,0.51692985298446
