from,to,count
#COVID19,#pandemic,8
#pandemic,#coronavirus,1
#COVID19,#SafetyFirst,4
#COVID19,#September11,2
#September11,#NeverForget,19
#September11,#China,1
#September11,#Benghazi,1
#COVID19,#BuildBackBetter,2
#BuildBackBetter,#Recoverbetter,2
#BuildBackBetter,#Poverty,2
#BuildBackBetter,#ClimateChange,2
#BuildBackBetter,#BuildBackGreener,2
#COVID19,#Woodward,2
#COVID19,#ClimateChange,2
#ClimateChange,#Recoverbetter,2
#ClimateChange,#Poverty,2
#ClimateChange,#BuildBackGreener,2
#COVID19,#BuildBackGreener,2
#BuildBackGreener,#Recoverbetter,2
#BuildBackGreener,#Poverty,2
#COVID19,#coronavirus,2
#coronavirus,#Hilo,1
#coronavirus,#Covid_19,1
#COVID19,#Recoverbetter,2
#Recoverbetter,#Poverty,2
#COVID19,#Poverty,2
#COVID19,#NeverForget,1
#NeverForget,#Benghazi,1
#COVID19,#NewCase,1
#NewCase,#Shimla,1
#NewCase,#Himachal,1
#NewCase,#Death,1
#COVID19,#NigeriaNewspapers,1
#NigeriaNewspapers,#FridayHeadlines,3
#COVID19,#NeetPaperLeaked,1
#COVID19,#FreeAllPolticalPrisioner,1
#FreeAllPolticalPrisioner,#OromoProtest,3
#FreeAllPolticalPrisioner,#justicforhachaluhundeesa,1
#COVID19,#NosCuidamosASI,1
#COVID19,#MuseoDeOrsay,1
#MuseoDeOrsay,#France,1
#COVID19,#LongCovid,1
#LongCovid,#Covid_19,1
#COVID19,#JUSTIN,1
#COVID19,#OromoProtest,1
#OromoProtest,#justicforhachaluhundeesa,1
#COVID19,#Himachal,1
#Himachal,#Shimla,1
#Himachal,#Death,1
#COVID19,#Hilo,1
