from,to,count
#BTSWEEK,@FallonTonight,12835
@FallonTonight,@BTS_twt,13023
@FallonTonight,@jimmyfallon,671
@FallonTonight,@allforarmy,633
@FallonTonight,@997DJX,18
#BTSWEEK,@BTS_twt,10523
#BTSWEEK,@jimmyfallon,387
@jimmyfallon,@allforarmy,313
@jimmyfallon,@BTS_twt,94
@jimmyfallon,@BTSChartDaily,37
#BTSWEEK,@allforarmy,320
@allforarmy,@BTS_twt,28
#BTSWEEK,@BTS_Billboard,177
@BTS_Billboard,@BTS_twt,1302
@BTS_Billboard,@997DJX,2
#BTSWEEK,@ARMYPeru_twt_,130
@ARMYPeru_twt_,@BTS_twt,5617
#BTSWEEK,@BangBangtan_Esp,118
@BangBangtan_Esp,@BTS_twt,2749
