src,dst,count
(#COVID19|#SpreaderInChief),#COVID19,7065
(#COVID19|#SpreaderInChief),#TrumpHasCovid,1379
(#COVID19|#SpreaderInChief),#Trump,726
(#COVID19|#SpreaderInChief),#coronavirus,354
(#COVID19|#SpreaderInChief),#TrumpCovid,339
(#COVID19|#SpreaderInChief),#DonaldTrump,240
(#COVID19|#SpreaderInChief),#SpreaderInChief,214
(#COVID19|#SpreaderInChief),#CovidCaughtTrump,179
(#COVID19|#SpreaderInChief),#NBAFinals,123
(#COVID19|#SpreaderInChief),#25thAmendment,120
(#COVID19|#SpreaderInChief),#Trump2020,98
(#COVID19|#SpreaderInChief),#VOTE,97
(#COVID19|#SpreaderInChief),#BidenHarris2020,88
(#COVID19|#SpreaderInChief),#LakeShow,85
(#COVID19|#SpreaderInChief),#COVID,84
(#COVID19|#SpreaderInChief),#BoyfriendDay,74
(#COVID19|#SpreaderInChief),#COVIDIOTS,70
(#COVID19|#SpreaderInChief),#SaturdayMotivation,70
(#COVID19|#SpreaderInChief),#WearAMask,70
(#COVID19|#SpreaderInChief),#SuperSpreader,70
(#COVID19|#SpreaderInChief),#SaturdayMorning,69
(#COVID19|#SpreaderInChief),#amazon,67
(#COVID19|#SpreaderInChief),#TrumpHasCorona,65
(#COVID19|#SpreaderInChief),#MAGA,60
(#COVID19|#SpreaderInChief),#SaturdayThoughts,60
(#COVID19|#SpreaderInChief),#BREAKING,60
(#COVID19|#SpreaderInChief),#tanushreepandey,59
(#COVID19|#SpreaderInChief),#Debates2020,58
(#COVID19|#SpreaderInChief),#Lakers,57
(#COVID19|#SpreaderInChief),#ForKobe,57
(#COVID19|#SpreaderInChief),#TrumpVirus,56
(#COVID19|#SpreaderInChief),#LakersNation,56
(#COVID19|#SpreaderInChief),#Corona,56
(#COVID19|#SpreaderInChief),#NBA,55
(#COVID19|#SpreaderInChief),#HeatTwitter,55
(#COVID19|#SpreaderInChief),#LakersWin,54
(#COVID19|#SpreaderInChief),#Election2020,54
(#COVID19|#SpreaderInChief),#wanja,54
(#COVID19|#SpreaderInChief),#MelaniaTrump,48
(#COVID19|#SpreaderInChief),#SARSCoV2,47
(#COVID19|#SpreaderInChief),#POTUS,47
(#COVID19|#SpreaderInChief),#RoseGardenMassacre,44
(#COVID19|#SpreaderInChief),#WearADamnMask,43
(#COVID19|#SpreaderInChief),#India,43
(#COVID19|#SpreaderInChief),#EmilyInParis,41
(#COVID19|#SpreaderInChief),#Coronavirus,41
(#COVID19|#SpreaderInChief),#WhiteHouse,39
(#COVID19|#SpreaderInChief),#VoteHimOut,38
(#COVID19|#SpreaderInChief),#Doctors,36
(#COVID19|#SpreaderInChief),#SaturdayVibes,36
(#COVID19|#SpreaderInChief),#BiggBoss14,35
(#COVID19|#SpreaderInChief),#IMA,35
(#COVID19|#SpreaderInChief),#USA,34
(#COVID19|#SpreaderInChief),#HathrasTapes,33
(#COVID19|#SpreaderInChief),#SCOTUS,32
(#COVID19|#SpreaderInChief),#AmyConeyBarrett,32
(#COVID19|#SpreaderInChief),#pandemic,32
(#COVID19|#SpreaderInChief),#OurHavenBangChan,32
(#COVID19|#SpreaderInChief),#Cleveland,31
(#COVID19|#SpreaderInChief),#CovidTrump,29
(#COVID19|#SpreaderInChief),#kellyanneconway,28
(#COVID19|#SpreaderInChief),#Turkey,27
(#COVID19|#SpreaderInChief),#PrayForTrump,27
(#COVID19|#SpreaderInChief),#GOP,27
(#COVID19|#SpreaderInChief),#Pakistan,27
(#COVID19|#SpreaderInChief),#China,24
(#COVID19|#SpreaderInChief),#PCAs,24
(#COVID19|#SpreaderInChief),#trump,23
(#COVID19|#SpreaderInChief),#WhiteHouseOutbreak,22
(#COVID19|#SpreaderInChief),#HopeHicks,22
(#COVID19|#SpreaderInChief),#SocialDistancing,22
(#COVID19|#SpreaderInChief),#Military,22
(#COVID19|#SpreaderInChief),#OMS,22
(#COVID19|#SpreaderInChief),#WalterReed,21
(#COVID19|#SpreaderInChief),#FakeNews,20
(#COVID19|#SpreaderInChief),#BlackLivesMatter,20
(#COVID19|#SpreaderInChief),#RecognizeArtsakh,20
(#COVID19|#SpreaderInChief),#Saturday,19
(#COVID19|#SpreaderInChief),#mentalhealth,19
(#COVID19|#SpreaderInChief),#staysafe,18
(#COVID19|#SpreaderInChief),#nhs,18
(#COVID19|#SpreaderInChief),#Covid_19,18
(#COVID19|#SpreaderInChief),#MUFC,18
(#COVID19|#SpreaderInChief),#ItIsWhatItIs,18
(#COVID19|#SpreaderInChief),#Armenia,17
(#COVID19|#SpreaderInChief),#أسرار_التحرير_الثاني,17
(#COVID19|#SpreaderInChief),#Biden2020,17
(#COVID19|#SpreaderInChief),#NationalBoyfriendDay,17
(#COVID19|#SpreaderInChief),#THEALBUM,16
(#COVID19|#SpreaderInChief),#msdforever,16
(#COVID19|#SpreaderInChief),#SupremeCourt,16
(#COVID19|#SpreaderInChief),#Iran,16
(#COVID19|#SpreaderInChief),#GOPSuperSpreaders,16
(#COVID19|#SpreaderInChief),#COVIDIDIOTS,16
(#COVID19|#SpreaderInChief),#US,15
(#COVID19|#SpreaderInChief),#Azerbaijan,15
(#COVID19|#SpreaderInChief),#Hathras,15
(#COVID19|#SpreaderInChief),#SanDiego,15
(#COVID19|#SpreaderInChief),#FLObyOZO,15
(#COVID19|#SpreaderInChief),#TrumpIsALoser,15
(#COVID19|#SpreaderInChief),#كورونا,15
(#COVID19|#SpreaderInChief),#TheMaskedSinger,15
(#COVID19|#SpreaderInChief),#Dynamite,14
(#COVID19|#SpreaderInChief),#JoeBiden,14
(#COVID19|#SpreaderInChief),#VoteEarly,14
(#COVID19|#SpreaderInChief),#defi,14
(#COVID19|#SpreaderInChief),#maskeauf,14
(#COVID19|#SpreaderInChief),#StaySafe,14
(#COVID19|#SpreaderInChief),#news,14
(#COVID19|#SpreaderInChief),#Pence,14
(#COVID19|#SpreaderInChief),#FoxNews,14
(#COVID19|#SpreaderInChief),#200KDeadAmericans,14
(#COVID19|#SpreaderInChief),#ترامب,13
(#COVID19|#SpreaderInChief),#cumartesi,13
(#COVID19|#SpreaderInChief),#pandemia,13
(#COVID19|#SpreaderInChief),#FLOTUS,13
(#COVID19|#SpreaderInChief),#HantecMarkets,13
(#COVID19|#SpreaderInChief),#Biden,13
(#COVID19|#SpreaderInChief),#Putin,12
(#COVID19|#SpreaderInChief),#FakeNewsMedia,12
(#COVID19|#SpreaderInChief),#CCPVirus,12
(#COVID19|#SpreaderInChief),#MAGA2020,12
(#COVID19|#SpreaderInChief),#healthcare,12
(#COVID19|#SpreaderInChief),#morristime,11
(#COVID19|#SpreaderInChief),#StopAzerbaijaniAggression,11
(#COVID19|#SpreaderInChief),#einheit30,11
(#COVID19|#SpreaderInChief),#covid,11
(#COVID19|#SpreaderInChief),#money,11
(#COVID19|#SpreaderInChief),#SecretService,11
