from,to,count
#BTS,#iHeartFestival2020,19453
#iHeartFestival2020,#Suga,1341
#iHeartFestival2020,#Dynamite,107
#iHeartFestival2020,#BTSARMY,67
#iHeartFestival2020,#BTS_Dynamite,33
#iHeartFestival2020,#Army,7
#iHeartFestival2020,#방탄소년단,7
#BTS,#Dynamite,11986
#Dynamite,#BTS_Dynamite,6369
#Dynamite,#BTSDynamite,4010
#Dynamite,#BTSARMY,77
#Dynamite,#방탄소년단,27
#Dynamite,#TheWeeknd,18
#BTS,#BTS_Dynamite,9705
#BTS_Dynamite,#BTSDynamite,3929
#BTS_Dynamite,#BTSARMY,1282
#BTS_Dynamite,#Suga,848
#BTS_Dynamite,#Jhope,807
#BTS_Dynamite,#LouisTomlinson,620
#BTS_Dynamite,#Artistoftheyear,575
